"year","team","position","overall"
2018,"arizona_cardinals","C",80
2018,"arizona_cardinals","C",68
2018,"arizona_cardinals","CB",91
2018,"arizona_cardinals","CB",72
2018,"arizona_cardinals","CB",69
2018,"arizona_cardinals","CB",68
2018,"arizona_cardinals","CB",66
2018,"arizona_cardinals","DT",74
2018,"arizona_cardinals","DT",60
2018,"arizona_cardinals","DT",59
2018,"arizona_cardinals","FS",87
2018,"arizona_cardinals","FS",74
2018,"arizona_cardinals","HB",94
2018,"arizona_cardinals","HB",73
2018,"arizona_cardinals","HB",69
2018,"arizona_cardinals","K",80
2018,"arizona_cardinals","LE",76
2018,"arizona_cardinals","LE",62
2018,"arizona_cardinals","LG",77
2018,"arizona_cardinals","LG",68
2018,"arizona_cardinals","LG",63
2018,"arizona_cardinals","LOLB",82
2018,"arizona_cardinals","LOLB",63
2018,"arizona_cardinals","LOLB",63
2018,"arizona_cardinals","LT",71
2018,"arizona_cardinals","LT",68
2018,"arizona_cardinals","MLB",80
2018,"arizona_cardinals","MLB",76
2018,"arizona_cardinals","MLB",73
2018,"arizona_cardinals","MLB",69
2018,"arizona_cardinals","MLB",65
2018,"arizona_cardinals","MLB",58
2018,"arizona_cardinals","P",70
2018,"arizona_cardinals","QB",83
2018,"arizona_cardinals","QB",72
2018,"arizona_cardinals","QB",66
2018,"arizona_cardinals","RE",72
2018,"arizona_cardinals","RE",66
2018,"arizona_cardinals","RE",65
2018,"arizona_cardinals","RG",71
2018,"arizona_cardinals","RG",67
2018,"arizona_cardinals","RG",65
2018,"arizona_cardinals","ROLB",88
2018,"arizona_cardinals","ROLB",76
2018,"arizona_cardinals","RT",84
2018,"arizona_cardinals","RT",69
2018,"arizona_cardinals","RT",68
2018,"arizona_cardinals","RT",60
2018,"arizona_cardinals","SS",77
2018,"arizona_cardinals","SS",75
2018,"arizona_cardinals","SS",67
2018,"arizona_cardinals","TE",77
2018,"arizona_cardinals","TE",74
2018,"arizona_cardinals","TE",66
2018,"arizona_cardinals","TE",64
2018,"arizona_cardinals","TE",63
2018,"arizona_cardinals","TE",45
2018,"arizona_cardinals","WR",90
2018,"arizona_cardinals","WR",84
2018,"arizona_cardinals","WR",74
2018,"arizona_cardinals","WR",73
2018,"arizona_cardinals","WR",72
2018,"arizona_cardinals","WR",72
2018,"arizona_cardinals","WR",71
2018,"arizona_cardinals","WR",67
2018,"arizona_cardinals","WR",63
2018,"arizona_cardinals","WR",62
2018,"arizona_cardinals","WR",61
2018,"arizona_cardinals","WR",60
2018,"atlanta_falcons","C",91
2018,"atlanta_falcons","C",66
2018,"atlanta_falcons","C",64
2018,"atlanta_falcons","C",60
2018,"atlanta_falcons","CB",89
2018,"atlanta_falcons","CB",80
2018,"atlanta_falcons","CB",79
2018,"atlanta_falcons","CB",76
2018,"atlanta_falcons","CB",71
2018,"atlanta_falcons","CB",68
