"year","team","position","overall"
2013,"arizona_cardinals","C",80
2013,"arizona_cardinals","C",60
2013,"arizona_cardinals","CB",84
2013,"arizona_cardinals","CB",78
2013,"arizona_cardinals","CB",75
2013,"arizona_cardinals","CB",74
2013,"arizona_cardinals","CB",68
2013,"arizona_cardinals","CB",67
2013,"arizona_cardinals","CB",64
2013,"arizona_cardinals","CB",61
2013,"arizona_cardinals","CB",60
2013,"arizona_cardinals","DT",78
2013,"arizona_cardinals","DT",71
2013,"arizona_cardinals","DT",57
2013,"arizona_cardinals","FB",71
2013,"arizona_cardinals","FS",87
2013,"arizona_cardinals","FS",66
2013,"arizona_cardinals","HB",85
2013,"arizona_cardinals","HB",74
2013,"arizona_cardinals","HB",73
2013,"arizona_cardinals","HB",67
2013,"arizona_cardinals","HB",64
2013,"arizona_cardinals","HB",61
2013,"arizona_cardinals","K",84
2013,"arizona_cardinals","LE",91
2013,"arizona_cardinals","LE",75
2013,"arizona_cardinals","LE",63
2013,"arizona_cardinals","LG",83
2013,"arizona_cardinals","LG",65
2013,"arizona_cardinals","LOLB",75
2013,"arizona_cardinals","LOLB",74
2013,"arizona_cardinals","LOLB",64
2013,"arizona_cardinals","LT",74
2013,"arizona_cardinals","LT",61
2013,"arizona_cardinals","LT",59
2013,"arizona_cardinals","MLB",84
2013,"arizona_cardinals","MLB",77
2013,"arizona_cardinals","MLB",74
2013,"arizona_cardinals","MLB",65
2013,"arizona_cardinals","MLB",64
2013,"arizona_cardinals","P",77
2013,"arizona_cardinals","QB",75
2013,"arizona_cardinals","QB",74
2013,"arizona_cardinals","QB",66
2013,"arizona_cardinals","QB",65
2013,"arizona_cardinals","RE",89
2013,"arizona_cardinals","RE",70
2013,"arizona_cardinals","RE",63
2013,"arizona_cardinals","RG",71
2013,"arizona_cardinals","RG",58
2013,"arizona_cardinals","RG",50
2013,"arizona_cardinals","ROLB",74
2013,"arizona_cardinals","ROLB",71
2013,"arizona_cardinals","ROLB",57
2013,"arizona_cardinals","RT",76
2013,"arizona_cardinals","RT",69
2013,"arizona_cardinals","RT",68
2013,"arizona_cardinals","SS",95
2013,"arizona_cardinals","SS",76
2013,"arizona_cardinals","SS",63
2013,"arizona_cardinals","TE",79
2013,"arizona_cardinals","TE",72
2013,"arizona_cardinals","TE",69
2013,"arizona_cardinals","TE",66
2013,"arizona_cardinals","TE",65
2013,"arizona_cardinals","TE",62
2013,"arizona_cardinals","WR",97
2013,"arizona_cardinals","WR",75
2013,"arizona_cardinals","WR",74
2013,"arizona_cardinals","WR",74
2013,"arizona_cardinals","WR",61
2013,"arizona_cardinals","WR",61
2013,"arizona_cardinals","WR",60
2013,"arizona_cardinals","WR",60
2013,"atlanta_falcons","C",89
2013,"atlanta_falcons","C",68
2013,"atlanta_falcons","C",59
2013,"atlanta_falcons","CB",90
2013,"atlanta_falcons","CB",88
2013,"atlanta_falcons","CB",81
2013,"atlanta_falcons","CB",73
2013,"atlanta_falcons","CB",71
2013,"atlanta_falcons","CB",64
2013,"atlanta_falcons","CB",60
2013,"atlanta_falcons","CB",59
2013,"atlanta_falcons","DT",87
2013,"atlanta_falcons","DT",80
2013,"atlanta_falcons","DT",74
2013,"atlanta_falcons","DT",67
2013,"atlanta_falcons","DT",61
2013,"atlanta_falcons","DT",58
2013,"atlanta_falcons","FB",69
2013,"atlanta_falcons","FB",61
2013,"atlanta_falcons","FS",82
2013,"atlanta_falcons","FS",67
2013,"atlanta_falcons","FS",65
2013,"atlanta_falcons","HB",91
2013,"atlanta_falcons","HB",74
2013,"atlanta_falcons","HB",74
2013,"atlanta_falcons","HB",62
2013,"atlanta_falcons","HB",57
2013,"atlanta_falcons","K",88
2013,"atlanta_falcons","LE",83
2013,"atlanta_falcons","LE",74
2013,"atlanta_falcons","LE",67
2013,"atlanta_falcons","LG",85
2013,"atlanta_falcons","LG",65
2013,"atlanta_falcons","LOLB",77
2013,"atlanta_falcons","LOLB",66
2013,"atlanta_falcons","LT",76
2013,"atlanta_falcons","LT",75
2013,"atlanta_falcons","LT",61
2013,"atlanta_falcons","MLB",75
2013,"atlanta_falcons","MLB",70
2013,"atlanta_falcons","P",73
2013,"atlanta_falcons","QB",89
2013,"atlanta_falcons","QB",73
2013,"atlanta_falcons","QB",63
2013,"atlanta_falcons","QB",56
2013,"atlanta_falcons","RE",91
2013,"atlanta_falcons","RE",72
2013,"atlanta_falcons","RE",61
2013,"atlanta_falcons","RE",53
2013,"atlanta_falcons","RG",74
2013,"atlanta_falcons","RG",72
2013,"atlanta_falcons","RG",68
2013,"atlanta_falcons","ROLB",88
2013,"atlanta_falcons","ROLB",66
2013,"atlanta_falcons","ROLB",56
2013,"atlanta_falcons","RT",90
2013,"atlanta_falcons","RT",64
2013,"atlanta_falcons","SS",81
2013,"atlanta_falcons","SS",68
2013,"atlanta_falcons","SS",49
2013,"atlanta_falcons","TE",87
2013,"atlanta_falcons","TE",65
2013,"atlanta_falcons","TE",61
2013,"atlanta_falcons","TE",61
2013,"atlanta_falcons","TE",61
2013,"atlanta_falcons","WR",94
2013,"atlanta_falcons","WR",88
2013,"atlanta_falcons","WR",76
2013,"atlanta_falcons","WR",63
2013,"atlanta_falcons","WR",62
2013,"atlanta_falcons","WR",62
2013,"atlanta_falcons","WR",57
2013,"atlanta_falcons","WR",55
2013,"atlanta_falcons","WR",51
2013,"baltimore_ravens","C",90
2013,"baltimore_ravens","C",71
2013,"baltimore_ravens","C",65
2013,"baltimore_ravens","CB",91
2013,"baltimore_ravens","CB",81
