"year","team","position","overall"
2014,"arizona_cardinals","C",77
2014,"arizona_cardinals","C",61
2014,"arizona_cardinals","CB",89
2014,"arizona_cardinals","CB",81
2014,"arizona_cardinals","CB",78
2014,"arizona_cardinals","CB",76
2014,"arizona_cardinals","CB",67
2014,"arizona_cardinals","CB",66
2014,"arizona_cardinals","DT",81
2014,"arizona_cardinals","DT",72
2014,"arizona_cardinals","DT",60
2014,"arizona_cardinals","FB",71
2014,"arizona_cardinals","FS",74
2014,"arizona_cardinals","FS",72
2014,"arizona_cardinals","FS",71
2014,"arizona_cardinals","HB",80
2014,"arizona_cardinals","HB",74
2014,"arizona_cardinals","HB",69
2014,"arizona_cardinals","HB",68
2014,"arizona_cardinals","HB",67
2014,"arizona_cardinals","HB",67
2014,"arizona_cardinals","K",85
2014,"arizona_cardinals","LE",93
2014,"arizona_cardinals","LE",77
2014,"arizona_cardinals","LE",63
2014,"arizona_cardinals","LG",83
2014,"arizona_cardinals","LG",80
2014,"arizona_cardinals","LG",71
2014,"arizona_cardinals","LOLB",78
2014,"arizona_cardinals","LOLB",76
2014,"arizona_cardinals","LOLB",68
2014,"arizona_cardinals","LT",74
2014,"arizona_cardinals","LT",67
2014,"arizona_cardinals","MLB",90
2014,"arizona_cardinals","MLB",83
2014,"arizona_cardinals","MLB",75
2014,"arizona_cardinals","MLB",71
2014,"arizona_cardinals","MLB",70
2014,"arizona_cardinals","MLB",52
2014,"arizona_cardinals","P",91
2014,"arizona_cardinals","QB",84
2014,"arizona_cardinals","QB",73
2014,"arizona_cardinals","QB",65
2014,"arizona_cardinals","RE",79
2014,"arizona_cardinals","RE",77
2014,"arizona_cardinals","RG",70
2014,"arizona_cardinals","RG",70
2014,"arizona_cardinals","RG",64
2014,"arizona_cardinals","ROLB",74
2014,"arizona_cardinals","ROLB",62
2014,"arizona_cardinals","RT",76
2014,"arizona_cardinals","RT",70
2014,"arizona_cardinals","SS",76
2014,"arizona_cardinals","SS",68
2014,"arizona_cardinals","SS",63
2014,"arizona_cardinals","TE",75
2014,"arizona_cardinals","TE",74
2014,"arizona_cardinals","TE",71
2014,"arizona_cardinals","TE",71
2014,"arizona_cardinals","TE",67
2014,"arizona_cardinals","WR",92
2014,"arizona_cardinals","WR",78
2014,"arizona_cardinals","WR",75
2014,"arizona_cardinals","WR",65
2014,"arizona_cardinals","WR",65
2014,"arizona_cardinals","WR",63
2014,"arizona_cardinals","WR",58
2014,"atlanta_falcons","C",72
2014,"atlanta_falcons","C",70
2014,"atlanta_falcons","CB",89
2014,"atlanta_falcons","CB",77
2014,"atlanta_falcons","CB",73
2014,"atlanta_falcons","CB",72
2014,"atlanta_falcons","CB",72
2014,"atlanta_falcons","CB",63
2014,"atlanta_falcons","CB",63
2014,"atlanta_falcons","DT",85
2014,"atlanta_falcons","DT",77
2014,"atlanta_falcons","DT",74
2014,"atlanta_falcons","DT",66
2014,"atlanta_falcons","DT",63
2014,"atlanta_falcons","FB",76
2014,"atlanta_falcons","FB",65
2014,"atlanta_falcons","FS",84
2014,"atlanta_falcons","FS",69
2014,"atlanta_falcons","FS",68
2014,"atlanta_falcons","HB",89
2014,"atlanta_falcons","HB",81
2014,"atlanta_falcons","HB",74
2014,"atlanta_falcons","HB",65
2014,"atlanta_falcons","HB",64
2014,"atlanta_falcons","K",87
2014,"atlanta_falcons","LE",74
2014,"atlanta_falcons","LE",68
2014,"atlanta_falcons","LE",67
2014,"atlanta_falcons","LG",82
2014,"atlanta_falcons","LG",71
2014,"atlanta_falcons","LOLB",78
2014,"atlanta_falcons","LOLB",61
2014,"atlanta_falcons","LT",80
2014,"atlanta_falcons","LT",59
2014,"atlanta_falcons","MLB",77
2014,"atlanta_falcons","MLB",60
2014,"atlanta_falcons","MLB",57
2014,"atlanta_falcons","P",81
2014,"atlanta_falcons","QB",94
2014,"atlanta_falcons","QB",70
2014,"atlanta_falcons","QB",68
2014,"atlanta_falcons","RE",84
2014,"atlanta_falcons","RE",65
2014,"atlanta_falcons","RE",64
2014,"atlanta_falcons","RG",74
2014,"atlanta_falcons","RG",64
2014,"atlanta_falcons","RG",62
2014,"atlanta_falcons","ROLB",83
2014,"atlanta_falcons","ROLB",67
2014,"atlanta_falcons","RT",72
2014,"atlanta_falcons","RT",68
2014,"atlanta_falcons","SS",87
2014,"atlanta_falcons","SS",71
2014,"atlanta_falcons","SS",67
2014,"atlanta_falcons","TE",95
2014,"atlanta_falcons","TE",68
2014,"atlanta_falcons","TE",65
2014,"atlanta_falcons","TE",64
2014,"atlanta_falcons","TE",57
2014,"atlanta_falcons","WR",93
2014,"atlanta_falcons","WR",92
2014,"atlanta_falcons","WR",76
2014,"atlanta_falcons","WR",66
2014,"atlanta_falcons","WR",63
2014,"atlanta_falcons","WR",61
2014,"atlanta_falcons","WR",59
2014,"baltimore_ravens","C",74
2014,"baltimore_ravens","C",73
2014,"baltimore_ravens","C",67
2014,"baltimore_ravens","C",65
2014,"baltimore_ravens","CB",90
2014,"baltimore_ravens","CB",80
2014,"baltimore_ravens","CB",76
2014,"baltimore_ravens","CB",72
2014,"baltimore_ravens","CB",66
2014,"baltimore_ravens","CB",66
2014,"baltimore_ravens","CB",66
2014,"baltimore_ravens","DT",74
2014,"baltimore_ravens","DT",64
2014,"baltimore_ravens","FB",74
2014,"baltimore_ravens","FS",83
2014,"baltimore_ravens","FS",73
2014,"baltimore_ravens","FS",64
2014,"baltimore_ravens","HB",94
2014,"baltimore_ravens","HB",82
2014,"baltimore_ravens","HB",69
2014,"baltimore_ravens","HB",68
2014,"baltimore_ravens","HB",68
2014,"baltimore_ravens","K",88
2014,"baltimore_ravens","LE",85
2014,"baltimore_ravens","LE",77
2014,"baltimore_ravens","LE",67
2014,"baltimore_ravens","LG",80
2014,"baltimore_ravens","LG",74
2014,"baltimore_ravens","LOLB",89
2014,"baltimore_ravens","LOLB",77
2014,"baltimore_ravens","LOLB",69
2014,"baltimore_ravens","LOLB",57
2014,"baltimore_ravens","LT",81
2014,"baltimore_ravens","LT",59
2014,"baltimore_ravens","MLB",82
2014,"baltimore_ravens","MLB",78
2014,"baltimore_ravens","MLB",74
2014,"baltimore_ravens","MLB",69
2014,"baltimore_ravens","MLB",65
2014,"baltimore_ravens","MLB",56
2014,"baltimore_ravens","P",90
2014,"baltimore_ravens","QB",93
2014,"baltimore_ravens","QB",73
2014,"baltimore_ravens","QB",70
2014,"baltimore_ravens","RE",94
2014,"baltimore_ravens","RE",73
2014,"baltimore_ravens","RE",61
2014,"baltimore_ravens","RG",97
2014,"baltimore_ravens","RG",67
2014,"baltimore_ravens","RG",64
2014,"baltimore_ravens","ROLB",83
2014,"baltimore_ravens","ROLB",79
2014,"baltimore_ravens","ROLB",66
2014,"baltimore_ravens","RT",82
2014,"baltimore_ravens","RT",76
2014,"baltimore_ravens","SS",78
2014,"baltimore_ravens","SS",74
2014,"baltimore_ravens","SS",67
2014,"baltimore_ravens","TE",87
2014,"baltimore_ravens","TE",77
2014,"baltimore_ravens","TE",69
2014,"baltimore_ravens","TE",52
2014,"baltimore_ravens","TE",44
2014,"baltimore_ravens","WR",85
2014,"baltimore_ravens","WR",81
2014,"baltimore_ravens","WR",69
2014,"baltimore_ravens","WR",67
2014,"baltimore_ravens","WR",64
2014,"baltimore_ravens","WR",63
2014,"baltimore_ravens","WR",63
2014,"baltimore_ravens","WR",61
2014,"buffalo_bills","C",82
2014,"buffalo_bills","C",73
2014,"buffalo_bills","C",69
2014,"buffalo_bills","C",57
2014,"buffalo_bills","CB",82
2014,"buffalo_bills","CB",77
2014,"buffalo_bills","CB",68
2014,"buffalo_bills","CB",67
2014,"buffalo_bills","CB",67
2014,"buffalo_bills","CB",60
2014,"buffalo_bills","DT",88
2014,"buffalo_bills","DT",68
2014,"buffalo_bills","DT",66
2014,"buffalo_bills","FB",72
2014,"buffalo_bills","FB",67
2014,"buffalo_bills","FS",95
2014,"buffalo_bills","FS",75
2014,"buffalo_bills","HB",92
2014,"buffalo_bills","HB",83
2014,"buffalo_bills","HB",73
2014,"buffalo_bills","HB",66
2014,"buffalo_bills","K",84
2014,"buffalo_bills","K",71
2014,"buffalo_bills","LE",92
2014,"buffalo_bills","LE",69
2014,"buffalo_bills","LG",72
2014,"buffalo_bills","LG",68
2014,"buffalo_bills","LG",62
2014,"buffalo_bills","LOLB",73
2014,"buffalo_bills","LOLB",72
2014,"buffalo_bills","LOLB",56
2014,"buffalo_bills","LT",77
2014,"buffalo_bills","LT",74
2014,"buffalo_bills","LT",60
2014,"buffalo_bills","MLB",73
2014,"buffalo_bills","MLB",70
2014,"buffalo_bills","MLB",70
2014,"buffalo_bills","MLB",61
2014,"buffalo_bills","MLB",52
2014,"buffalo_bills","P",65
2014,"buffalo_bills","QB",76
2014,"buffalo_bills","QB",74
2014,"buffalo_bills","QB",64
2014,"buffalo_bills","RE",91
2014,"buffalo_bills","RE",75
2014,"buffalo_bills","RE",71
2014,"buffalo_bills","RE",57
2014,"buffalo_bills","RG",81
2014,"buffalo_bills","RG",63
2014,"buffalo_bills","RG",61
2014,"buffalo_bills","ROLB",82
2014,"buffalo_bills","ROLB",73
