"year","team","position","overall"
2019,"arizona_cardinals","C",74
2019,"arizona_cardinals","C",67
2019,"arizona_cardinals","C",60
2019,"arizona_cardinals","C",60
2019,"arizona_cardinals","CB",92
2019,"arizona_cardinals","CB",80
2019,"arizona_cardinals","CB",70
2019,"arizona_cardinals","CB",69
2019,"arizona_cardinals","CB",67
2019,"arizona_cardinals","CB",64
2019,"arizona_cardinals","CB",64
2019,"arizona_cardinals","CB",62
2019,"arizona_cardinals","DT",81
2019,"arizona_cardinals","DT",74
2019,"arizona_cardinals","DT",73
2019,"arizona_cardinals","DT",70
2019,"arizona_cardinals","DT",60
2019,"arizona_cardinals","FB",63
2019,"arizona_cardinals","FS",82
2019,"arizona_cardinals","FS",70
2019,"arizona_cardinals","HB",93
2019,"arizona_cardinals","HB",72
2019,"arizona_cardinals","HB",71
2019,"arizona_cardinals","HB",64
2019,"arizona_cardinals","HB",63
2019,"arizona_cardinals","K",78
2019,"arizona_cardinals","LE",76
2019,"arizona_cardinals","LE",69
2019,"arizona_cardinals","LE",63
2019,"arizona_cardinals","LE",61
2019,"arizona_cardinals","LG",76
2019,"arizona_cardinals","LG",63
2019,"arizona_cardinals","LOLB",75
2019,"arizona_cardinals","LOLB",63
2019,"arizona_cardinals","LOLB",60
2019,"arizona_cardinals","LT",76
2019,"arizona_cardinals","LT",67
2019,"arizona_cardinals","LT",65
2019,"arizona_cardinals","LT",64
2019,"arizona_cardinals","MLB",73
2019,"arizona_cardinals","MLB",68
2019,"arizona_cardinals","P",79
2019,"arizona_cardinals","QB",79
2019,"arizona_cardinals","QB",78
2019,"arizona_cardinals","QB",72
2019,"arizona_cardinals","RE",89
2019,"arizona_cardinals","RE",75
2019,"arizona_cardinals","RE",68
2019,"arizona_cardinals","RG",80
2019,"arizona_cardinals","RG",71
2019,"arizona_cardinals","RG",61
2019,"arizona_cardinals","ROLB",76
2019,"arizona_cardinals","ROLB",65
2019,"arizona_cardinals","ROLB",65
2019,"arizona_cardinals","ROLB",62
2019,"arizona_cardinals","RT",73
2019,"arizona_cardinals","RT",64
2019,"arizona_cardinals","SS",79
2019,"arizona_cardinals","SS",61
2019,"arizona_cardinals","SS",60
2019,"arizona_cardinals","TE",82
2019,"arizona_cardinals","TE",75
2019,"arizona_cardinals","TE",64
2019,"arizona_cardinals","TE",64
2019,"arizona_cardinals","TE",63
2019,"arizona_cardinals","TE",61
2019,"arizona_cardinals","TE",44
2019,"arizona_cardinals","WR",89
2019,"arizona_cardinals","WR",77
2019,"arizona_cardinals","WR",76
2019,"arizona_cardinals","WR",73
2019,"arizona_cardinals","WR",69
2019,"arizona_cardinals","WR",65
2019,"arizona_cardinals","WR",58
2019,"atlanta_falcons","C",90
2019,"atlanta_falcons","C",65
2019,"atlanta_falcons","C",57
2019,"atlanta_falcons","CB",93
2019,"atlanta_falcons","CB",85
2019,"atlanta_falcons","CB",79
2019,"atlanta_falcons","CB",74
2019,"atlanta_falcons","CB",73
2019,"atlanta_falcons","CB",72
2019,"atlanta_falcons","CB",71
2019,"atlanta_falcons","CB",63
2019,"atlanta_falcons","DT",86
2019,"atlanta_falcons","DT",75
2019,"atlanta_falcons","DT",71
2019,"atlanta_falcons","DT",71
2019,"atlanta_falcons","DT",67
2019,"atlanta_falcons","DT",61
2019,"atlanta_falcons","DT",61
2019,"atlanta_falcons","FB",65
2019,"atlanta_falcons","FS",84
2019,"atlanta_falcons","FS",82
2019,"atlanta_falcons","FS",73
2019,"atlanta_falcons","FS",62
2019,"atlanta_falcons","HB",91
2019,"atlanta_falcons","HB",86
2019,"atlanta_falcons","HB",72
2019,"atlanta_falcons","HB",60
2019,"atlanta_falcons","K",85
2019,"atlanta_falcons","LE",82
2019,"atlanta_falcons","LE",82
2019,"atlanta_falcons","LE",74
2019,"atlanta_falcons","LE",63
2019,"atlanta_falcons","LG",79
2019,"atlanta_falcons","LG",70
2019,"atlanta_falcons","LG",61
2019,"atlanta_falcons","LOLB",71
2019,"atlanta_falcons","LOLB",61
2019,"atlanta_falcons","LOLB",60
2019,"atlanta_falcons","LT",81
2019,"atlanta_falcons","LT",68
2019,"atlanta_falcons","MLB",90
2019,"atlanta_falcons","MLB",66
2019,"atlanta_falcons","MLB",59
2019,"atlanta_falcons","P",81
2019,"atlanta_falcons","QB",89
2019,"atlanta_falcons","QB",68
2019,"atlanta_falcons","QB",62
2019,"atlanta_falcons","QB",57
